Country Group Name,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Emerging market and developing economies,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,4988.11,5540.89,5921.43,6228.64,6696.35,7143.01,7567.58,8048.66,8678.14,9305.80,10212.94,10983.99,14087.77,14774.71,15464.34,16360.77,17484.33,18634.91,19361.28,20278.57,21919.83,23198.23,24584.58,26723.94,29551.61,32609.96,36222.76,40265.02,43350.23,44695.24,48526.72,52480.01,56152.58,59305.83,61743.04,62431.43,64878.97,68746.13,73579.07,77517.67,76776.24,85093.74,93976.04,100914.57,107397.77,114100.19,121238.80,128821.68
Emerging market and developing economies,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,3779.30,3756.34,3703.17,3673.73,3741.60,3788.06,3857.68,3917.98,3993.63,4031.52,4692.04,4838.30,4832.80,4853.46,4872.03,4957.84,5106.53,5259.09,5235.25,5322.02,5540.22,5653.31,5794.50,6063.18,6435.96,6791.36,7217.90,7704.47,8018.79,8081.59,8551.15,8950.38,9258.81,9582.39,9886.43,10164.15,10460.36,10809.42,11166.20,11422.80,11057.57,11704.98,12016.43,12329.85,12719.50,13130.67,13552.02,13978.30
Emerging market and developing economies,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,1604.05,1745.15,1825.91,1881.71,1982.45,2071.67,2150.14,2235.44,2362.86,2484.34,2595.43,2739.56,3219.18,3319.33,3415.62,3557.60,3737.16,3915.51,3945.96,4070.42,4335.54,4526.71,4717.47,5048.73,5507.79,5996.69,6572.76,7209.35,7654.01,7789.26,8347.00,8936.30,9414.79,9814.67,10084.61,10070.71,10333.09,10809.42,11432.94,11904.90,11663.13,12859.01,14139.73,15025.46,15825.54,16640.74,17501.70,18401.53
Emerging market and developing economies,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,37.22,37.11,37.22,36.78,36.55,36.48,36.61,36.62,36.48,36.31,36.92,37.49,42.34,42.56,42.36,42.34,42.79,43.09,43.10,43.03,43.41,43.87,44.52,45.61,46.66,47.66,48.77,50.09,51.38,52.84,53.83,54.84,55.77,56.14,56.34,55.81,55.85,56.19,56.73,57.15,57.75,58.04,58.21,58.83,59.45,60.01,60.57,61.17
Emerging market and developing economies,Investment,Percent of GDP,,26.23,26.07,24.89,23.69,23.61,23.93,22.98,22.99,24.15,25.45,18.36,18.95,24.17,24.25,24.70,24.30,24.15,24.17,23.59,22.99,23.83,24.52,24.58,25.82,27.29,26.86,27.42,29.14,30.13,30.31,31.28,31.93,32.02,31.98,32.13,31.95,31.53,31.81,32.65,32.27,32.56,33.29,34.29,34.20,34.22,34.25,34.33,34.35
Emerging market and developing economies,Gross national savings,Percent of GDP,,25.23,24.08,21.42,20.60,21.23,20.76,19.61,21.17,21.52,22.84,24.38,22.12,21.69,22.50,22.23,22.79,22.97,22.86,21.97,22.82,25.02,24.92,25.66,27.60,29.31,30.40,31.71,32.48,33.32,31.47,32.41,33.24,33.07,32.49,32.66,31.72,31.24,31.69,32.41,32.14,32.97,34.00,35.39,35.04,34.72,34.42,34.23,34.08
Emerging market and developing economies,"Inflation, average consumer prices",Percent change,,25.89,23.00,25.95,28.78,31.15,32.04,30.28,38.74,55.57,64.73,76.97,43.01,111.58,113.77,86.44,38.31,19.64,12.91,13.25,13.16,8.49,7.84,6.47,6.48,5.96,6.01,5.89,6.51,9.25,5.22,5.67,7.10,5.82,5.46,4.70,4.73,4.35,4.48,4.96,5.13,5.14,5.89,9.88,8.06,5.34,4.63,4.37,4.26
Emerging market and developing economies,"Inflation, end of period consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,24.35,50.86,66.98,69.94,67.34,47.44,127.05,124.28,67.81,28.74,15.93,11.86,15.89,9.86,8.25,7.32,6.67,6.20,6.19,5.76,6.17,7.58,7.81,4.95,6.46,6.58,5.82,4.92,4.69,4.73,4.28,4.64,5.08,5.63,4.52,7.26,10.57,6.40,4.89,4.47,4.32,4.22
Emerging market and developing economies,Volume of imports of goods and services,Percent change,,11.55,11.39,-6.10,-3.89,-1.10,-5.20,-5.67,3.09,5.53,8.70,10.80,11.72,8.15,7.46,6.30,10.31,7.60,12.78,2.71,-2.44,14.02,3.09,6.65,11.63,16.26,12.03,13.18,16.16,9.69,-9.41,14.60,10.96,5.42,5.11,4.31,-0.61,1.63,7.54,5.22,-1.04,-7.81,11.78,2.45,3.00,4.74,4.96,4.84,4.76
Emerging market and developing economies,Volume of imports of goods,Percent change,,11.38,10.45,-6.15,-3.00,0.86,-3.95,-2.43,2.89,9.44,7.82,14.41,11.14,7.83,8.96,8.16,10.94,8.51,14.53,1.32,-1.77,13.78,3.51,6.89,12.51,16.34,11.97,12.65,16.10,10.02,-10.76,15.39,11.50,5.16,4.57,2.69,-0.12,2.18,7.50,5.32,-0.06,-5.62,12.09,1.42,2.93,3.77,4.91,4.91,4.84
Emerging market and developing economies,Volume of exports of goods and services,Percent change,,-2.41,1.77,-4.37,-2.06,2.98,-2.87,3.74,5.68,9.67,7.71,6.29,6.39,8.76,7.96,8.16,10.75,5.16,8.77,5.54,0.05,12.97,3.42,7.34,13.09,15.32,11.92,11.26,9.93,5.02,-7.87,14.58,7.96,3.92,4.38,3.37,1.93,2.84,6.45,4.26,0.51,-4.79,11.84,3.30,2.89,4.49,4.31,4.33,4.27
Emerging market and developing economies,Volume of exports of goods,Percent change,,-4.07,2.59,-5.89,-2.66,3.77,-1.12,3.96,6.15,11.56,8.66,7.18,7.48,9.79,8.80,7.35,9.95,6.00,8.73,6.19,2.67,13.95,3.34,7.39,13.78,14.74,11.67,10.65,9.30,4.61,-8.41,15.23,7.96,4.40,4.33,2.80,1.44,2.67,6.51,3.90,-0.40,-0.95,10.95,1.43,2.36,3.85,3.89,3.93,4.01
Emerging market and developing economies,Terms of trade of goods and services,Percent change,,27.26,2.27,-4.19,-5.17,2.02,-1.64,-18.44,4.22,-5.60,2.41,1.79,-4.10,-0.73,-1.09,0.41,0.82,4.34,1.25,-3.91,4.77,7.41,-2.78,0.85,0.41,1.79,4.64,3.65,2.23,3.67,-5.77,1.61,3.90,0.30,-0.21,-0.68,-4.37,-1.60,1.58,1.07,-1.52,-1.14,1.70,0.81,-1.68,-1.01,-0.60,-0.45,-0.19
Emerging market and developing economies,Terms of trade of goods,Percent change,,23.62,0.68,-5.54,-2.68,3.90,-0.73,-18.47,2.11,-5.87,1.42,2.61,-3.02,-2.91,-2.18,2.23,3.28,4.34,1.86,-6.66,3.27,7.84,-2.64,1.17,0.11,1.73,5.50,4.28,2.29,3.96,-6.24,1.51,4.50,0.05,-0.37,-0.47,-4.12,-1.53,1.33,1.27,-0.40,-2.99,1.72,1.51,-0.35,-1.38,-0.78,-0.35,-0.30
Emerging market and developing economies,General government revenue,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.26,21.35,22.80,22.63,22.65,23.51,24.41,26.15,26.88,26.75,28.85,26.00,26.74,28.13,28.56,28.07,27.42,26.34,25.96,26.31,26.76,26.22,24.24,25.08,24.41,24.59,24.54,24.52,24.51,24.52
Emerging market and developing economies,General government total expenditure,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.65,24.41,25.59,26.12,26.26,25.55,25.68,25.84,26.21,28.19,29.78,29.11,29.10,29.58,29.77,29.86,30.45,30.42,30.15,30.31,30.72,32.81,30.34,30.49,29.96,29.97,29.81,29.71,29.64
Emerging market and developing economies,General government net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.34,-1.64,-2.97,-3.46,-2.74,-1.14,0.48,1.03,0.53,0.66,-3.78,-2.37,-0.97,-1.02,-1.70,-2.43,-4.11,-4.46,-3.85,-3.55,-4.50,-8.57,-5.26,-6.08,-5.37,-5.42,-5.28,-5.21,-5.13
Emerging market and developing economies,General government primary net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.25,0.22,-0.92,0.18,1.27,2.63,3.03,2.31,2.27,-2.13,-0.70,0.69,0.50,-0.17,-0.86,-2.41,-2.78,-2.09,-1.79,-2.72,-6.83,-3.49,-4.22,-3.29,-3.24,-3.06,-2.93,-2.81
Emerging market and developing economies,General government gross debt,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.70,48.57,51.54,49.61,46.70,41.76,37.19,35.75,33.59,38.66,37.53,36.92,36.94,38.19,40.09,43.94,48.42,50.33,51.61,53.83,63.65,63.69,64.48,67.50,70.24,72.65,74.63,76.23
Emerging market and developing economies,Current account balance,U.S. dollars,Billions,34.45,-26.04,-52.24,-43.03,-17.82,-8.82,-48.46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-76.40,-104.41,-9.48,92.59,51.92,88.78,155.50,227.90,448.45,635.88,608.66,675.24,236.57,282.46,358.74,328.60,160.99,161.36,-76.13,-99.43,-21.90,-55.40,-3.40,157.79,343.83,597.95,492.33,326.89,156.06,-0.55,-108.15
Emerging market and developing economies,Current account balance,Percent of GDP,,1.21,-0.84,-1.93,-1.72,-0.87,-0.47,-1.95,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.10,-1.56,-0.15,1.30,0.73,1.25,1.93,2.38,3.92,4.70,3.65,3.38,1.24,1.23,1.33,1.15,0.53,0.51,-0.26,-0.34,-0.07,-0.16,-0.01,0.46,0.84,1.30,1.00,0.63,0.28,0.00,-0.17
Emerging market and developing economies,Imports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1521.79,1446.90,1418.08,1666.77,1682.70,1802.39,2160.02,2771.19,3313.92,3950.59,4913.76,6039.96,5013.42,6217.13,7626.36,8032.24,8370.65,8531.27,7535.18,7249.62,8158.84,9059.22,8921.84,7917.12,10121.07,11306.36,11753.34,n/a,n/a,n/a,n/a
Emerging market and developing economies,Exports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1479.49,1387.42,1450.39,1796.12,1772.57,1922.19,2328.96,3019.26,3771.43,4568.13,5488.17,6696.96,5296.76,6658.89,8270.71,8599.48,8870.90,8905.29,7666.95,7354.04,8313.24,9252.88,9117.28,8255.59,10733.25,12202.45,12450.59,n/a,n/a,n/a,n/a
Emerging market and developing economies,Financial account balance,U.S. dollars,Billions,32.55,-11.15,-52.01,-58.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-127.87,-122.21,-23.74,77.86,12.35,90.54,148.01,225.97,368.93,605.02,541.37,575.32,65.24,153.49,226.48,120.38,-7.90,-1.82,-313.02,-424.22,-284.30,-258.68,-146.04,57.73,152.24,653.76,522.27,n/a,n/a,n/a,n/a
Emerging market and developing economies,"Direct investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-155.15,-153.50,-164.48,-146.51,-165.86,-149.09,-149.27,-189.42,-266.55,-286.76,-432.93,-468.75,-328.35,-448.65,-535.76,-497.63,-483.54,-433.36,-345.25,-261.63,-311.41,-376.81,-366.99,-327.43,-514.87,-354.49,-351.78,n/a,n/a,n/a,n/a
Emerging market and developing economies,"Portfolio investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-82.61,-19.02,-11.23,48.85,53.90,31.29,18.51,-5.79,6.49,79.04,-38.94,134.14,-82.27,-219.24,-137.30,-244.83,-146.86,-88.38,124.55,-57.38,-209.34,-102.03,-62.37,4.84,114.62,389.87,47.53,n/a,n/a,n/a,n/a
Emerging market and developing economies,"Other investment, net",U.S. dollars,Billions,-7.99,-45.68,-21.35,-19.40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.91,34.68,102.91,106.61,32.69,45.13,23.65,29.85,53.77,67.94,-187.55,194.60,-52.77,-32.51,152.05,448.82,74.53,407.98,479.50,384.76,62.32,104.11,119.79,275.42,36.00,719.55,467.08,n/a,n/a,n/a,n/a
Emerging market and developing economies,Change in reserves,U.S. dollars,Billions,31.03,33.11,-8.95,-13.30,-10.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.28,15.46,51.07,77.81,97.74,150.17,262.75,395.82,591.06,760.03,1216.77,724.07,530.54,853.24,743.98,423.25,542.18,94.21,-583.06,-481.05,189.90,126.98,169.02,83.32,523.64,-101.55,363.42,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total",U.S. dollars,Billions,554.07,642.23,718.18,755.84,788.75,843.18,922.87,1031.54,1046.95,1075.73,1251.15,1302.42,1484.71,1649.94,1789.01,1965.21,2052.95,2174.36,2368.02,2416.46,2396.08,2432.09,2507.84,2872.26,3088.18,3213.91,3621.74,4524.68,4907.69,5281.34,6041.05,6831.13,7533.05,8402.56,8859.22,8393.90,8709.96,9677.84,10128.80,10604.61,11307.61,11958.37,12238.82,12808.19,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total",Percent of GDP,,19.65,23.48,30.73,33.33,35.20,37.04,37.15,41.90,41.47,50.48,37.96,42.63,46.30,49.39,41.27,36.04,33.44,35.57,39.71,39.20,35.63,35.56,36.67,35.00,31.52,28.41,26.31,26.29,27.33,26.81,26.13,26.80,26.41,28.45,30.50,30.87,30.20,29.96,30.65,30.46,32.56,30.32,27.35,26.61,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total",Percent of exports of goods and services,,108.58,123.18,156.57,178.52,181.04,208.69,260.62,245.89,225.79,206.74,197.64,201.46,187.18,197.08,190.20,170.19,158.67,147.19,171.23,166.85,134.14,138.13,130.92,117.62,102.62,85.34,79.39,82.53,73.38,99.82,90.81,82.82,87.72,94.87,99.67,109.63,118.56,116.54,109.59,116.46,137.14,111.56,100.46,103.01,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,183.14,214.65,242.26,246.98,335.38,386.19,437.72,466.95,507.59,544.21,660.19,673.30,765.70,777.59,897.74,1134.02,1259.54,1429.43,1763.78,1760.15,1813.93,2201.89,2612.15,2998.77,3441.44,3518.13,3035.56,3053.47,3566.34,3805.56,3945.51,4146.24,4425.80,4614.29,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service",Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.65,10.90,6.19,8.07,7.85,7.50,8.50,7.63,7.50,8.40,8.93,9.34,9.94,10.21,11.37,9.68,9.31,10.17,9.31,8.42,10.02,9.10,7.95,8.73,9.28,10.21,11.85,12.91,10.72,9.39,10.85,11.09,11.35,10.58,9.84,9.59,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service",Percent of exports of goods and services,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.55,34.34,31.28,31.07,36.35,34.51,35.85,32.96,38.24,39.09,37.76,38.92,40.72,34.05,30.36,30.69,28.12,26.51,26.85,33.75,27.62,27.09,30.85,34.29,39.14,46.29,41.58,37.01,38.82,41.99,48.00,38.80,36.46,37.25,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, interest",U.S. dollars,Billions,n/a,n/a,n/a,n/a,50.45,55.17,53.12,53.57,57.85,61.65,60.31,67.51,76.57,78.44,77.16,93.28,99.03,100.07,114.71,128.39,126.54,123.12,108.79,113.63,121.19,138.12,158.01,186.25,200.11,178.26,181.23,212.56,241.42,265.85,290.92,285.86,286.78,321.86,381.46,418.59,420.40,416.31,468.36,516.65,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, interest",Percent of GDP,,n/a,n/a,n/a,n/a,1.88,2.02,1.90,1.73,1.70,1.66,1.15,1.40,1.84,1.66,1.51,1.59,1.51,1.44,1.71,1.97,1.77,1.72,1.52,1.41,1.27,1.21,1.17,1.12,1.00,0.93,0.79,0.78,0.84,0.87,0.93,0.97,0.97,0.99,1.10,1.17,1.21,1.02,1.01,1.05,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, interest",Percent of exports of goods and services,,n/a,n/a,n/a,n/a,n/a,n/a,17.41,14.66,14.37,13.76,10.37,10.91,9.23,9.67,8.28,8.20,7.73,6.96,8.57,9.18,7.23,7.12,5.78,4.97,4.10,3.73,3.53,3.45,3.05,3.42,2.76,2.62,2.85,3.04,3.31,3.76,3.93,3.90,4.15,4.62,5.11,3.90,3.86,4.17,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, amortization",U.S. dollars,Billions,47.91,55.64,58.14,54.06,68.36,74.09,92.69,93.65,106.57,123.38,128.28,150.44,169.16,174.67,262.88,299.90,348.74,387.95,412.16,437.39,538.20,555.03,660.69,670.66,784.17,999.95,1108.91,1247.13,1571.18,1586.17,1639.56,2000.34,2378.65,2737.17,3155.32,3237.83,2754.09,2735.26,3188.21,3390.03,3528.13,3731.41,3958.91,4099.98,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, amortization",Percent of GDP,,1.74,1.93,2.13,2.01,2.54,2.72,3.31,3.03,3.14,3.32,2.45,3.12,4.05,3.70,5.14,5.11,5.31,5.56,6.13,6.71,7.52,7.73,9.25,8.32,8.19,8.73,8.18,7.47,7.84,8.28,7.12,7.38,8.29,8.99,10.04,10.97,9.31,8.45,9.18,9.50,10.18,9.12,8.58,8.36,n/a,n/a,n/a,n/a
Emerging market and developing economies,"External debt, total debt service, amortization",Percent of exports of goods and services,,10.14,11.34,13.09,13.07,15.88,17.85,25.81,22.14,22.64,23.54,20.58,23.10,21.32,21.56,27.68,26.11,28.06,26.70,30.21,30.67,30.19,31.57,34.62,29.01,26.16,26.65,24.39,22.82,23.56,30.06,24.70,24.32,27.76,30.97,35.57,42.38,37.57,33.01,34.57,37.31,42.87,34.88,32.56,33.04,n/a,n/a,n/a,n/a
Emerging and developing Asia,"Gross domestic product, constant prices",Percent change,,6.35,5.86,5.09,6.97,7.52,6.63,6.10,7.17,9.33,6.28,5.88,6.08,8.87,9.05,9.32,8.90,8.40,6.14,2.77,6.46,6.46,6.02,6.64,8.27,8.42,9.27,10.05,11.18,7.26,7.60,9.60,7.87,6.96,6.87,6.86,6.82,6.81,6.63,6.41,5.21,-0.62,7.18,4.39,4.87,5.21,5.27,5.19,5.11
Emerging and developing Asia,"Gross domestic product, current prices",U.S. dollars,Billions,767.34,762.23,777.96,821.92,862.97,839.50,863.28,944.93,1054.52,1123.68,1128.85,1137.43,1287.33,1455.88,1520.20,1818.18,2059.46,2138.59,1980.65,2174.13,2334.49,2464.19,2699.56,3078.30,3570.96,4125.85,4891.39,6198.68,7457.15,8103.87,9767.54,11666.45,12862.23,14077.54,15209.40,15824.89,16274.64,17896.51,19732.36,20567.99,20820.12,24474.68,25627.82,27194.19,29321.89,31776.58,34449.64,37442.11
Emerging and developing Asia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1193.20,1382.44,1541.65,1712.46,1901.68,2098.56,2270.46,2494.97,2822.41,3115.62,3420.37,3745.77,4163.74,4641.52,5178.32,5755.90,6351.99,6851.44,7113.36,7674.94,8353.97,9051.36,9797.17,10812.84,12033.43,13553.34,15364.37,17526.41,19147.33,20717.09,22974.02,25286.56,27792.27,29609.91,31174.40,32439.50,34251.49,36419.09,39677.12,42485.36,42654.76,47582.12,53181.64,57754.33,62030.70,66507.89,71287.90,76377.60
Emerging and developing Asia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,1295.11,1345.52,1385.53,1453.13,1527.57,1600.35,1664.25,1743.32,1868.61,1949.61,2028.71,2111.97,2256.35,2416.23,2596.44,2782.31,2967.75,3099.06,3087.63,3240.52,3404.69,3560.56,3746.90,4006.49,4291.09,4630.63,5033.94,5527.70,5860.54,6233.51,6761.52,7213.60,7634.79,8078.52,8547.58,9048.80,9574.22,10119.49,10682.71,11151.28,10987.66,11697.48,12133.43,12651.05,13236.45,13861.21,14508.83,15179.53
Emerging and developing Asia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,562.70,639.96,699.91,763.46,832.71,901.98,957.43,1028.53,1142.02,1237.78,1335.92,1438.70,1573.68,1726.76,1896.64,2076.27,2256.29,2398.76,2418.86,2575.23,2767.97,2961.53,3166.84,3454.71,3801.24,4233.86,4748.74,5360.95,5797.14,6210.57,6820.56,7432.49,8085.56,8532.94,8897.88,9177.58,9600.83,10119.49,10937.90,11621.92,11589.39,12850.78,14277.40,15416.89,16468.73,17566.57,18737.36,19982.87
Emerging and developing Asia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,8.90,9.26,9.69,10.11,10.38,10.72,10.99,11.35,11.86,12.16,12.37,12.79,12.52,13.37,14.18,14.90,15.55,15.84,15.83,16.29,16.54,17.12,17.74,18.46,19.00,19.81,20.69,21.80,22.69,24.49,25.48,26.42,27.60,28.03,28.45,29.00,29.48,29.77,30.59,31.32,32.09,32.46,32.94,33.67,34.34,34.98,35.62,36.27
Emerging and developing Asia,Investment,Percent of GDP,,28.61,28.64,27.92,27.66,27.49,29.95,28.39,28.81,31.05,32.05,31.83,32.02,33.41,34.80,33.80,34.24,33.45,32.43,29.44,28.53,29.17,30.51,31.00,33.53,36.18,35.95,35.83,36.85,38.02,40.06,41.37,42.26,42.01,41.52,41.22,39.28,38.65,39.18,40.22,39.09,38.58,39.19,41.12,40.81,40.65,40.51,40.50,40.42
Emerging and developing Asia,Gross national savings,Percent of GDP,,23.82,23.75,23.86,23.64,23.78,24.49,24.14,25.65,26.93,28.16,29.75,29.36,29.59,32.13,32.22,32.32,32.08,32.16,31.68,30.10,30.49,31.71,32.81,35.70,38.21,38.79,40.78,42.79,43.66,43.39,43.84,43.16,42.99,42.26,42.71,41.13,39.94,40.09,39.97,39.53,40.14,40.21,41.77,41.36,41.06,40.76,40.54,40.34
Emerging and developing Asia,"Inflation, average consumer prices",Percent change,,n/a,11.16,8.32,8.83,9.14,9.19,10.83,11.09,14.90,11.42,7.98,9.96,8.31,10.09,14.34,11.98,8.16,4.68,10.75,4.04,2.08,3.00,2.42,2.94,4.26,3.97,4.58,5.41,7.62,3.15,5.28,6.52,4.66,4.62,3.46,2.66,2.79,2.46,2.68,3.29,3.13,2.21,4.06,3.63,2.79,2.81,2.77,2.77
Emerging and developing Asia,"Inflation, end of period consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,8.04,6.65,7.16,15.92,7.66,10.75,9.83,7.18,12.06,14.91,9.57,7.43,4.91,10.49,1.36,3.03,2.73,2.57,3.67,3.83,4.70,4.65,6.48,4.93,4.10,5.94,5.46,4.59,4.36,3.05,2.66,2.65,2.77,2.29,4.65,1.22,3.02,4.66,2.96,2.77,2.78,2.76,2.76
Emerging and developing Asia,Volume of imports of goods and services,Percent change,,9.58,13.62,1.96,6.62,-3.69,-3.65,-0.37,12.70,7.59,17.89,17.04,7.35,10.27,10.27,20.29,20.28,6.42,3.20,-6.08,2.57,19.83,3.19,12.68,18.27,20.79,13.26,12.82,12.92,7.14,-2.67,19.30,12.67,5.80,6.39,6.19,0.65,4.59,9.26,7.40,-3.17,-5.02,12.94,1.85,3.18,5.34,5.74,5.64,5.57
Emerging and developing Asia,Volume of imports of goods,Percent change,,7.59,15.77,4.63,9.09,-3.32,-3.99,2.42,11.80,16.14,15.51,17.76,6.98,9.60,9.48,21.91,19.32,6.26,2.38,-6.85,3.45,17.75,3.98,13.04,20.04,20.02,12.48,12.08,12.60,8.06,-3.10,19.05,12.90,5.47,6.10,4.06,0.51,4.79,9.46,8.21,-1.23,-4.08,13.46,-0.18,3.28,3.83,5.86,5.71,5.65
Emerging and developing Asia,Volume of exports of goods and services,Percent change,,7.97,-8.01,-3.32,7.53,9.87,-1.40,11.00,6.00,15.57,14.51,8.15,13.24,11.57,9.90,15.51,14.44,3.72,10.18,6.12,0.68,18.67,3.21,14.41,18.81,21.96,17.28,18.80,14.83,7.13,-8.97,22.95,10.85,3.96,6.84,4.66,-0.84,2.66,8.55,4.52,0.49,-1.46,15.56,3.04,2.68,4.65,4.64,4.67,4.62
Emerging and developing Asia,Volume of exports of goods,Percent change,,5.57,-9.71,-2.62,7.74,11.45,-2.19,10.81,13.91,9.91,13.98,7.61,14.37,13.14,9.94,15.98,13.43,4.98,12.94,10.62,2.65,20.38,3.39,14.44,20.44,20.04,16.80,18.45,13.72,6.02,-9.41,23.24,10.91,4.99,7.71,4.94,-1.22,2.55,8.85,4.58,-0.31,2.47,15.08,0.92,2.45,4.05,4.32,4.38,4.39
Emerging and developing Asia,Terms of trade of goods and services,Percent change,,-0.25,15.71,0.73,-2.16,1.92,-1.98,-11.87,5.97,-6.24,1.59,2.03,-0.60,1.07,-0.01,1.14,2.39,2.49,-2.12,-0.47,1.31,-1.40,-1.08,-0.50,-1.33,-2.02,-0.61,-0.13,0.22,-1.99,2.95,-4.98,-2.65,1.71,1.02,2.04,6.43,-0.19,-2.16,-1.91,-1.49,3.43,-4.67,-2.64,-1.21,0.22,0.60,0.22,0.52
Emerging and developing Asia,Terms of trade of goods,Percent change,,-2.58,17.98,1.56,-0.75,2.95,-0.88,-11.52,0.33,4.00,0.85,-0.48,-1.49,-0.96,-0.09,1.64,1.63,0.41,-2.73,-0.68,-5.30,-2.60,-0.99,-0.66,-1.52,-3.08,-0.65,-0.16,0.26,-1.72,3.56,-6.09,-2.73,1.41,1.11,2.42,8.30,0.21,-3.24,-2.02,0.77,0.38,-5.57,-2.41,1.50,-0.22,0.49,0.34,0.29
Emerging and developing Asia,General government revenue,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.52,14.37,14.44,13.83,14.58,14.89,16.05,16.48,16.88,17.30,17.71,18.30,19.06,21.38,21.68,22.22,24.08,24.96,25.01,25.26,25.90,25.64,25.76,25.86,25.11,23.21,24.25,22.92,23.47,23.56,23.69,23.81,23.92
Emerging and developing Asia,General government total expenditure,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.91,15.57,16.56,17.25,18.57,18.85,20.37,20.99,20.85,20.23,20.08,20.17,20.17,22.97,25.00,24.37,25.68,26.61,26.87,27.03,29.02,29.35,29.38,30.04,30.78,32.64,30.73,31.38,30.43,30.63,30.55,30.49,30.46
